Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	tree_length
360	-89.82769	-124.7707	34.94302	0.117472	0.370492	0.629508	0.882529	0.9398203	0.00877982	0.00207974	0.0564909	0.0215145	0.0110104	0.00721098	0.0574242	0.0574504	0.01472	0.0283039	0.0793484	0.0178998	0.017085	0.012615	0.0591723	0.0887706	0.00740407	0.0169248	0.00943974	0.0486338	0.00297145	0.0065228	0.0135518	0.127669	0.014601	0.0558774	0.0442165	0.0138995	0.0318116	0.701739	0.00215865	0.23551	0.0605925	0.784793	0.888529	0.963799	1.03756	1.12546	1.27422	0.1752251	0.00940628	0.00222813	0.0605217	0.0230496	0.011796	0.00772551	0.0615215	0.0615496	0.0157703	0.0303235	0.0850101	0.0191771	0.0183041	0.0135151	0.0633945	0.0951046	0.00793238	0.0181324	0.0101133	0.0521039	0.00318347	0.00698822	0.0145187	0.136779	0.0156429	0.0598644	0.0473714	0.0148912	0.0340814	0.9333993
396	-88.66316	-123.5503	34.88716	0.162684	0.394752	0.605248	0.837316	1.356612	0.018258	0.0170152	0.0200189	0.00679843	0.0179363	0.00150065	0.0500006	0.00903057	0.0241234	0.043224	0.0365761	0.00681668	0.032801	0.0132791	0.0170424	0.148102	0.00351219	0.0156595	0.00754403	0.0227459	0.0181527	0.00335283	0.00258762	0.0261236	0.0147052	0.0451982	0.0235988	0.0251665	0.00146342	0.650589	0.187907	0.00736061	0.154142	0.964984	0.982767	0.994591	1.00544	1.01754	1.03629	0.0257729	0.0271561	0.0253077	0.0297753	0.0101117	0.0266777	0.002232	0.0743687	0.0134317	0.0358801	0.0642896	0.0544017	0.0101388	0.0487868	0.0197507	0.0253481	0.22028	0.00522387	0.0232913	0.0112207	0.0338312	0.0269995	0.00498685	0.00384871	0.0388551	0.0218719	0.0672259	0.0350998	0.0374315	0.00217663	0.6723337
432	-97.92953	-132.0357	34.10619	0.0883174	0.350467	0.649533	0.911683	0.7320698	0.0154384	0.0275063	0.00465377	0.0139643	0.033257	0.0726738	0.0386753	0.023256	0.054017	0.0236529	0.0443095	0.0090233	0.0120944	1.04337e-05	0.188678	0.210696	0.0464414	0.0405664	0.0417331	0.0450388	0.0610094	0.0883148	0.0363212	0.00537648	0.0493374	0.000253383	0.0311014	0.0219658	0.0656582	0.20435	0.0484689	0.499329	0.247852	0.321762	0.575206	0.84153	1.18831	1.73851	3.10789	0.8199185	0.0118299	0.0210773	0.00356604	0.0107004	0.0254838	0.0556877	0.0296357	0.0178204	0.0413916	0.0181245	0.033953	0.00691428	0.00926753	7.99503e-06	0.144578	0.16145	0.0355866	0.0310848	0.0319788	0.0345118	0.0467496	0.0676729	0.0278318	0.00411983	0.0378057	0.000194159	0.023832	0.0168317	0.0503118	1.305025
468	-87.59777	-122.9774	35.3796	0.0500379	0.313777	0.686223	0.949962	0.5011143	0.0166055	0.0106671	0.0262491	0.000862951	0.00412509	0.0107004	0.0188537	0.0445867	0.0341473	0.00644155	0.0280789	0.0148348	0.033854	0.0371454	0.0402958	0.0710469	0.0568264	0.0439957	0.0473588	0.0169561	0.00714723	0.00701771	0.016058	0.0254222	0.0154039	0.042612	0.0179627	0.0102213	0.0253201	0.551663	0.294724	0.0754937	0.0781193	0.610806	0.786293	0.927736	1.07789	1.27179	1.63718	0.3564553	0.0227225	0.0145965	0.0359185	0.00118083	0.00564463	0.0146421	0.0257988	0.061011	0.0467261	0.0088144	0.0384223	0.0202995	0.0463247	0.0508286	0.0551394	0.0972182	0.0777594	0.0602023	0.0648043	0.0232022	0.00978004	0.00960281	0.0219732	0.034787	0.0210782	0.0583089	0.0245796	0.0139865	0.0346473	0.7307978
504	-92.46852	-126.3935	33.92494	0.162639	0.394731	0.605269	0.83736	1.356129	0.00558663	0.0217734	0.0864298	0.00845896	0.0121807	0.0268623	0.0562081	0.0373369	0.016693	0.0646335	0.0447481	0.195198	0.00383517	0.0544267	0.0886003	0.177585	0.0424879	0.0273462	0.0802083	0.0197582	0.0728643	0.0129982	0.0280167	0.0625143	0.0020986	0.0137178	0.00884229	0.0279036	0.0102782	0.473707	0.141012	0.317819	0.0674626	0.590722	0.773576	0.923028	1.08339	1.2927	1.69284	0.3806303	0.00426593	0.0166261	0.0659976	0.00645923	0.00930117	0.0205119	0.0429204	0.0285104	0.0127467	0.0493539	0.0341695	0.149053	0.00292853	0.0415601	0.0676549	0.135603	0.0324436	0.0208815	0.0612468	0.0150873	0.0556389	0.00992539	0.0213935	0.0477358	0.00160249	0.0104748	0.00675194	0.0213071	0.0078484	1.309591
540	-96.26362	-130.6845	34.42084	0.0784778	0.342492	0.657508	0.921522	0.6692459	0.0032399	0.0111621	6.64535e-06	0.0153324	0.00656807	0.00202497	0.00179221	0.0050885	0.0128372	0.0077972	0.010671	0.0087325	0.0103892	0.0217616	0.0216306	0.0256445	0.0140302	0.00747714	0.00951257	0.021673	0.00142134	0.0143102	0.00339852	0.0118389	0.00593375	0.0306223	0.0101302	0.00491921	0.0148668	0.441231	0.382701	0.133664	0.0424039	0.209488	0.466581	0.788336	1.26849	2.14325	4.77355	1.130222	0.0102915	0.0354562	2.11089e-05	0.0487032	0.0208634	0.00643232	0.00569294	0.0161636	0.0407772	0.0247677	0.0338964	0.0277387	0.0330014	0.0691255	0.0687095	0.0814595	0.0445668	0.0237511	0.0302166	0.068844	0.00451487	0.0454562	0.0107954	0.0376062	0.0188485	0.0972714	0.0321786	0.0156258	0.0472242	0.3148127
576	-94.32577	-129.581	35.25521	0.0243836	0.273344	0.726656	0.975616	0.353929	0.0093398	0.0219121	0.0104187	0.0647468	0.0251593	0.000475911	0.0549417	0.0869736	0.00332603	0.0426634	0.0180752	0.0421966	0.00169276	0.0806307	0.0292296	0.0915755	0.100692	0.0126587	0.0728796	0.077298	0.0341008	0.00805379	0.00465969	0.0327427	0.00763039	0.0510207	0.0260563	0.0282927	0.0274215	0.672809	0.124964	0.0738597	0.128367	0.645143	0.807549	0.935488	1.06896	1.23832	1.55004	0.3169094	0.00875443	0.0205388	0.00976576	0.0606888	0.0235825	0.000446083	0.0514983	0.0815226	0.00311758	0.0399895	0.0169424	0.039552	0.00158666	0.0755773	0.0273976	0.0858361	0.0943815	0.0118653	0.068312	0.0724534	0.0319635	0.00754903	0.00436765	0.0306905	0.00715216	0.047823	0.0244233	0.0265195	0.0257029	1.066865
612	-91.58916	-124.7057	33.11659	0.268961	0.435959	0.564041	0.731039	3.397218	0.00185431	0.000266929	0.000797514	0.029197	0.0244808	0.00501888	0.0352046	0.112622	0.0106944	0.0305241	0.0321326	0.00779178	0.0345798	0.0123488	0.0308271	0.0491641	0.0236761	0.0138134	0.0215901	0.0384719	0.0226427	0.0375681	0.0387084	0.0216709	0.0120015	0.0261745	0.0170415	0.0199728	0.020541	0.0687954	0.54865	0.162001	0.220553	0.628035	0.797033	0.931671	1.07334	1.25465	1.59227	0.3363425	0.00253536	0.000364967	0.00109043	0.0399205	0.0334722	0.00686223	0.0481346	0.153986	0.0146223	0.041735	0.0439343	0.0106536	0.0472804	0.0168843	0.0421493	0.0672212	0.0323719	0.0188869	0.0295198	0.052602	0.030959	0.0513663	0.0529253	0.0296302	0.0164094	0.0357879	0.0233006	0.0273084	0.0280854	0.731378
648	-96.3808	-128.6699	32.28908	0.285564	0.441293	0.558708	0.714435	4.009214	0.0414895	0.0249697	0.0125892	0.0322727	0.0259527	0.0037777	0.0103964	0.0717492	0.0217652	0.0409977	0.129911	0.0103944	0.0108668	0.0195657	0.00908201	0.109359	0.00127641	0.0119128	0.088919	0.0830847	0.0160106	0.0347493	0.0450015	0.0446151	0.0506821	0.0585982	0.0941725	0.001977	0.0529801	0.619635	0.103056	0.00916999	0.268139	0.539285	0.739958	0.910322	1.09851	1.35143	1.85431	0.4465031	0.035794	0.0215419	0.010861	0.0278425	0.0223901	0.00325911	0.00896925	0.0618998	0.0187774	0.0353697	0.112078	0.00896753	0.00937506	0.0168798	0.00783527	0.0943468	0.00110119	0.0102774	0.0767126	0.0716792	0.0138127	0.0299791	0.0388239	0.0384905	0.0437246	0.0505541	0.0812449	0.0017056	0.0457072	1.159119
684	-95.25663	-129.2193	33.96268	0.094117	0.354837	0.645163	0.905883	0.770619	0.00458431	0.0241454	0.0153924	0.00284913	0.00640618	0.0488906	0.0660514	0.0445694	0.0394501	0.0104031	0.032302	0.104111	0.0103583	0.0161986	0.119289	0.0822494	0.00643405	0.0317122	0.0707428	0.00353216	0.000315013	0.014234	0.0872212	0.0708778	0.0780651	0.0857978	0.0226004	0.00296213	0.252075	0.615472	0.152055	0.204404	0.0280684	0.303626	0.559159	0.834134	1.19885	1.7884	3.29353	0.8618681	0.00338621	0.017835	0.0113696	0.00210452	0.00473193	0.0361131	0.0487889	0.0329212	0.0291398	0.00768428	0.0238599	0.0769016	0.00765117	0.0119651	0.0881129	0.0607536	0.00475252	0.0234242	0.0522542	0.00260904	0.000232684	0.010514	0.0644261	0.052354	0.0576629	0.0633746	0.0166938	0.00218798	0.186195	1.353819
720	-89.64105	-124.0085	34.3674	0.00521452	0.207312	0.792688	0.994785	0.213911	0.0100068	0.0610012	0.00894439	0.0142694	0.0385825	0.0288453	0.131463	0.0651555	0.0638869	0.0342862	0.0139142	0.0282899	0.101408	0.210466	0.0887779	0.134572	0.0948719	0.0108604	0.038033	0.00316579	2.59548e-06	0.0406396	0.056813	0.0790862	0.0525411	0.0519012	0.0802528	0.00142812	0.406252	0.0524981	0.340823	0.230355	0.376323	0.901824	0.950852	0.9844	1.01585	1.05169	1.10886	0.07471873	0.00513246	0.0312872	0.00458753	0.00731873	0.0197887	0.0147946	0.0674269	0.0334179	0.0327673	0.0175852	0.00713652	0.0145097	0.0520117	0.107947	0.0455338	0.0690212	0.0486593	0.00557023	0.019507	0.00162372	1.33121e-06	0.0208438	0.0291391	0.0405629	0.0269481	0.0266199	0.0411612	0.000732476	0.208365	1.949717
756	-101.0153	-133.4973	32.48198	0.228904	0.422121	0.577878	0.771096	2.351968	0.0439046	0.102852	0.129129	0.00883125	0.0341483	0.146186	0.225088	0.0887927	0.0475089	0.0867635	0.00518437	0.0771192	0.0391061	0.0265863	0.0888905	0.251925	0.0130471	0.0834541	0.010789	0.00971176	0.102018	0.0274565	0.0201269	0.02657	0.0967506	0.145574	0.00846071	0.0185765	0.0456931	0.0981781	0.590791	0.228288	0.0827428	0.909187	0.95463	0.985619	1.01459	1.04753	1.09988	0.06883967	0.0218404	0.0511641	0.0642355	0.00439312	0.0169871	0.0727206	0.111971	0.0441701	0.0236334	0.0431606	0.00257897	0.0383631	0.0194534	0.0132254	0.0442187	0.12532	0.00649031	0.0415144	0.00536702	0.00483113	0.0507491	0.0136583	0.0100122	0.0132173	0.0481287	0.0724162	0.00420879	0.00924093	0.0227301	2.010246
792	-87.91508	-122.1221	34.20707	0.159043	0.393013	0.606986	0.840957	1.317389	0.0251101	0.00898829	0.00546434	0.0082108	0.00177199	0.0173346	0.0267065	0.0530733	0.0261367	0.00859645	0.0411095	0.000973967	0.00432057	0.059114	0.0541655	0.117675	0.0312615	0.00237767	0.0275417	0.0287064	0.00714871	0.0237502	0.0328511	0.0273636	0.0535146	0.0168141	0.0238875	0.0143763	0.0828285	0.35655	0.244929	0.203624	0.194897	0.41508	0.651271	0.874776	1.14315	1.53546	2.40918	0.6357834	0.0302104	0.010814	0.00657425	0.00987856	0.00213191	0.0208556	0.0321311	0.0638534	0.0314455	0.0103425	0.0494595	0.0011718	0.00519816	0.0711211	0.0651675	0.141577	0.0376112	0.00286061	0.0331359	0.0345372	0.00860073	0.0285743	0.0395237	0.0329216	0.0643844	0.0202294	0.0287394	0.0172964	0.0996524	0.8311739
828	-87.32384	-122.744	35.4202	0.0127829	0.242494	0.757506	0.987217	0.2784969	0.0420096	0.00495414	0.00670448	0.0179547	0.112309	0.0053399	0.0280085	0.0829434	0.104034	0.0040183	0.00367564	0.0221269	0.00319949	0.0378247	0.0274226	0.207722	0.0407839	0.011967	0.0186822	0.00606353	0.0401011	0.00427296	0.00550187	0.0635086	0.10422	0.0171	0.0322863	0.0188067	0.0425347	0.376333	0.472377	0.00210027	0.14919	0.827293	0.91168	0.971564	1.02927	1.09688	1.20876	0.137091	0.0376404	0.00443889	0.00600719	0.0160873	0.100629	0.00478453	0.0250955	0.0743169	0.0932141	0.00360037	0.00329336	0.0198256	0.00286673	0.0338908	0.0245706	0.186118	0.0365422	0.0107224	0.0167392	0.00543289	0.0359304	0.00382855	0.00492965	0.0569034	0.0933809	0.0153215	0.0289283	0.0168507	0.0381109	1.116077
864	-91.23434	-123.6535	32.41912	0.29653	0.44471	0.55529	0.703469	4.49747	0.0166207	0.00411584	0.0283442	0.0209215	0.0818177	0.00893337	0.0316361	0.106839	0.0230952	0.0438502	0.045899	0.0220748	0.0020846	0.0427863	0.0503746	0.129487	0.0610674	0.00296722	0.0231259	0.0131393	0.0170504	0.00703321	0.0127082	0.0504717	0.031089	0.0263347	0.0621332	0.0343967	0.00625101	0.378983	0.470707	0.108591	0.0417195	0.712554	0.847654	0.949742	1.05292	1.17973	1.4034	0.2450479	0.016511	0.00408866	0.028157	0.0207833	0.0812773	0.00887438	0.0314272	0.106134	0.0229426	0.0435606	0.0455959	0.021929	0.00207084	0.0425037	0.0500419	0.128632	0.0606641	0.00294762	0.0229731	0.0130525	0.0169378	0.00698676	0.0126243	0.0501383	0.0308837	0.0261608	0.0617228	0.0341696	0.00620973	1.006648
900	-88.82259	-124.2527	35.4301	1.01399e-05	0.0954811	0.904519	0.99999	0.07904932	0.00643895	0.00124415	0.000570852	0.00227011	0.00840618	0.00135318	0.0259947	0.036697	0.00513576	0.00965686	0.0273561	0.0494055	0.00421715	0.00327449	0.0142123	0.0788913	0.0324831	0.00307447	0.00816412	0.0545579	0.00345504	0.0107379	0.0124832	0.020561	0.0489706	0.00889343	0.0452088	0.0136674	0.00134531	0.00760149	0.479133	0.42687	0.0863957	0.905351	0.952663	0.984985	1.01524	1.04969	1.10454	0.07189675	0.0119522	0.00230943	0.00105963	0.00421384	0.0156038	0.00251181	0.048252	0.0681181	0.00953315	0.0179253	0.0507791	0.0917079	0.007828	0.0060782	0.0263812	0.14644	0.0602961	0.00570693	0.0151545	0.101272	0.00641335	0.0199319	0.0231716	0.0381659	0.0909006	0.0165082	0.0839179	0.0253698	0.0024972	0.5387268
936	-83.05761	-118.5723	35.51474	0.0240709	0.272678	0.727322	0.975929	0.3520428	0.00536368	0.00999943	0.0113197	0.00274436	0.00790061	0.00070719	0.00462912	0.113127	0.0091791	0.0947155	0.0203266	0.00200466	0.0362901	0.0424607	0.0221733	0.133463	0.0139942	0.0459624	0.0160782	0.0455967	0.00865064	0.0468277	0.0372041	0.0407964	0.00188522	0.025265	0.0297213	0.0249698	0.0182952	0.379076	0.332451	0.200788	0.0876845	0.710603	0.846522	0.949346	1.05336	1.1813	1.40726	0.2470304	0.00615347	0.0114718	0.0129865	0.00314846	0.00906396	0.000811323	0.00531075	0.129784	0.0105307	0.108662	0.0233197	0.00229985	0.0416337	0.0487129	0.0254383	0.153115	0.0160548	0.0527303	0.0184457	0.0523108	0.00992443	0.053723	0.0426824	0.0468036	0.00216281	0.0289853	0.0340977	0.0286465	0.0209892	0.8716508
